id,host,virus,source,index,method
9782635158090295144,3822988866200242038,10022191545486910401,HP3,15,Antibodies
17746411291866653562,10205138680991136293,10022191545486910401,HP3,35,Antibodies
10169153764849899933,15526251838661606903,10022191545486910401,HP3,67,Antibodies
5118273279054228537,5466005893220436790,10022191545486910401,HP3,78,Isolation
2327808513059568722,4052571465410242528,10022191545486910401,HP3,200,Isolation
7459640783540629803,5911616576101551634,10022191545486910401,HP3,227,Antibodies
5809112955767618434,6614901543317106486,10022191545486910401,HP3,228,Isolation
679750979238070918,6969728781156842058,10022191545486910401,HP3,236,Isolation
4458568407766924612,14140327309852424808,10022191545486910401,HP3,281,Isolation
1551659002719669863,11337732227390036924,10022191545486910401,HP3,316,Isolation
3500686753305409905,8649819231182614903,10022191545486910401,HP3,334,Isolation
14474395613760047552,11969255389352211257,10022191545486910401,HP3,376,Antibodies
7050034737686909830,14045959540677592618,10022191545486910401,HP3,433,Isolation
5494070447116140961,7560533915111082720,10022191545486910401,HP3,450,Isolation
13721510116123258238,9931976004246048808,10022191545486910401,HP3,480,Antibodies
17866109853049490602,5619828849660524257,10022191545486910401,HP3,633,Isolation
14283898093598681259,2930125978961674890,10022191545486910401,HP3,640,Antibodies
961040350841219682,13014941789279385336,10022191545486910401,HP3,693,Antibodies
8431475791670032004,6852768727236320090,10022191545486910401,HP3,759,Isolation
9253032634100135121,16948179495590083104,10022191545486910401,HP3,869,Isolation
14087840258097049766,14750100791699985548,10022191545486910401,HP3,882,Antibodies
17930674243885780623,7197717291743756243,10022191545486910401,HP3,926,Isolation
4111772284136060393,6591418845710065050,10022191545486910401,HP3,944,Antibodies
121049268365010072,10015288113466443514,10022191545486910401,HP3,1004,Antibodies
10777890851577267663,3572694570111692585,10022191545486910401,HP3,1009,Antibodies
8049360643301148966,9848616342104194792,10022191545486910401,HP3,1069,Isolation
13640898960661495665,12078092304836263476,10022191545486910401,HP3,1313,Antibodies
7349821274426366170,9518436726125692020,10022191545486910401,HP3,1317,Antibodies
2157355682408007065,12698156172266452413,10022191545486910401,HP3,1321,Antibodies
14039779481769337148,12873680239164454884,10022191545486910401,HP3,1394,Isolation
16756588012814378071,8357807001231018770,10022191545486910401,HP3,1482,Isolation
12289274719980115493,3428395811712319690,10022191545486910401,HP3,1653,Antibodies
399984311997429102,330273619525567559,10022191545486910401,HP3,1779,Antibodies
15956384543078589219,16534511734576999049,10022191545486910401,HP3,1859,Isolation
918241796525580770,4301405153190891766,10022191545486910401,HP3,1903,Antibodies
15265905332444885722,4229874142019601014,10022191545486910401,HP3,1912,Antibodies
6338342114276593663,7104895569836304193,10022191545486910401,HP3,1945,Isolation
475142767579586358,13263654873653965623,10022191545486910401,HP3,2120,Antibodies
13887837642129146000,2792540415411527964,10022191545486910401,HP3,2200,Antibodies
147841984029561873,5897722613102089216,10022191545486910401,HP3,2319,Antibodies
16316535729082022715,3266591041168872949,10022191545486910401,HP3,2376,Antibodies
13079297749861760259,1698678518615976409,10022191545486910401,HP3,2444,Isolation
2943835326303812687,6671921179686287826,10022191545486910401,HP3,2457,Isolation
15584984613133043537,15325057575123325771,10022191545486910401,HP3,2578,Isolation
15775059329196116553,10971249591936095810,10022191545486910401,HP3,2629,Antibodies
15121805614288752725,11686270112906224506,10022191545486910401,HP3,2650,Antibodies
8980399325508969853,5830499004241304330,10022191545486910401,HP3,2718,Antibodies
17948109344914448145,11803672688228659223,10022191545486910401,HP3,2724,Antibodies
14861060804458701858,1931384636898802100,10022191545486910401,HP3,2728,Antibodies
885247531209491065,9621825753388806772,10022191545486910401,HP3,2732,Isolation
10622995461155782840,15756083432117572460,10024182015984643895,HP3,2329,Isolation
12321116290670940207,9848616342104194792,10028263955712561888,HP3,1132,PCR
16957030116706070942,17113960382771289667,10052860584244182336,HP3,64,Antibodies
3501736281547750931,1546717539519127844,10052860584244182336,HP3,141,Antibodies
9115597450163847398,16223695460157973610,10052860584244182336,HP3,499,Antibodies
6594555085787997073,8234820573500141287,10052860584244182336,HP3,713,Antibodies
1713725699677960592,11475728845774427758,10052860584244182336,HP3,1617,Antibodies
13199059552907291022,6633937137914072521,10052860584244182336,HP3,1647,Antibodies
15432444225672715834,16184805178683906684,10052860584244182336,HP3,1651,Antibodies
9516027073717715886,17199579629875510596,10052860584244182336,HP3,1786,Antibodies
12357699663474637733,14354334825580953169,10052860584244182336,HP3,2139,Antibodies
12845120222192639114,4191199118810318492,10052860584244182336,HP3,2242,Antibodies
8749148452082273562,1380731735574882011,10052860584244182336,HP3,2250,Isolation
13175049394974528798,17699124219374856050,10052860584244182336,HP3,2562,Antibodies
8259040001300682053,2466140774305276820,10052860584244182336,HP3,2755,Antibodies
16747494430315658822,3078715533434398393,10060393323749678785,HP3,2066,Antibodies
14923600807182710434,17448145361019263171,10079458182527887166,HP3,2507,isolation
15688147184728381539,6966180228009275676,10079458182527887166,HP3,2803,Isolation
9222376440643861567,14070554340756301674,10081100888924851175,Genbank,MN690611,GenBank
401135323389758555,14070554340756301674,10081100888924851175,Genbank,MN690610,GenBank
8840581319959695741,14070554340756301674,10081100888924851175,Genbank,MN690609,GenBank
17915113930260174032,14070554340756301674,10081100888924851175,Genbank,MN690608,GenBank
8028785096888367482,3685612526451071667,10081100888924851175,Genbank,MN175568,GenBank
12829567779909555723,15812659116148289631,10081100888924851175,Genbank,MN175567,GenBank
12192715233305519184,3685612526451071667,10081100888924851175,Genbank,MN175566,GenBank
6050100528678111758,3685612526451071667,10081100888924851175,Genbank,MN175554,GenBank
16248994428574012649,11700634861248749664,10081100888924851175,Genbank,KY775091,GenBank
1332963279643896751,11700634861248749664,10081100888924851175,Genbank,KY775090,GenBank
11492797625116223322,11700634861248749664,10081100888924851175,Genbank,KY775089,GenBank
15220464666234859124,11700634861248749664,10081100888924851175,Genbank,KY775088,GenBank
5018004632160091666,11700634861248749664,10081100888924851175,Genbank,KY775087,GenBank
7260818111569569654,11700634861248749664,10081100888924851175,Genbank,KY775086,GenBank
8150073221012121014,11700634861248749664,10081100888924851175,Genbank,KY775085,GenBank
1821348473939053756,11700634861248749664,10081100888924851175,Genbank,KY775084,GenBank
9691427390356827127,11700634861248749664,10081100888924851175,Genbank,KY775083,GenBank
15312189610007254699,11700634861248749664,10081100888924851175,Genbank,KY775082,GenBank
8371660043697014858,11700634861248749664,10081100888924851175,Genbank,KY775081,GenBank
16367314352709998558,11700634861248749664,10081100888924851175,Genbank,KY775080,GenBank
1304490341915685191,11700634861248749664,10081100888924851175,Genbank,KY775079,GenBank
3343434722197287561,11700634861248749664,10081100888924851175,Genbank,KY775078,GenBank
495563057316176353,16394118150917576341,10081100888924851175,Genbank,KX092228,GenBank
18413216682174570485,16394118150917576341,10081100888924851175,Genbank,KX092227,GenBank
18063513635018213610,16394118150917576341,10081100888924851175,Genbank,KX092226,GenBank
9909650410549295158,16394118150917576341,10081100888924851175,Genbank,KX092225,GenBank
14661656762366617274,16394118150917576341,10081100888924851175,Genbank,KX092224,GenBank
18098144955777712467,16394118150917576341,10081100888924851175,Genbank,KX092223,GenBank
1378574726797503062,16394118150917576341,10081100888924851175,Genbank,KX092222,GenBank
9887345056869082746,16394118150917576341,10081100888924851175,Genbank,KX092221,GenBank
13053025655547614461,16394118150917576341,10081100888924851175,Genbank,KX092220,GenBank
5704637014709498593,16394118150917576341,10081100888924851175,Genbank,KX092219,GenBank
330223585972025758,16394118150917576341,10081100888924851175,Genbank,KX092218,GenBank
9883934686809806114,16394118150917576341,10081100888924851175,Genbank,KX092217,GenBank
11422758615599929178,3122002298211235692,10081100888924851175,Genbank,KX092216,GenBank
17636168268394113155,3122002298211235692,10081100888924851175,Genbank,KX092215,GenBank
11202640883631435267,3122002298211235692,10081100888924851175,Genbank,KX092214,GenBank
17969306925320281869,3122002298211235692,10081100888924851175,Genbank,KX092213,GenBank
12979957482738157734,3122002298211235692,10081100888924851175,Genbank,KX092212,GenBank
1154208376460636138,3122002298211235692,10081100888924851175,Genbank,KX092211,GenBank
11396793137727028339,3122002298211235692,10081100888924851175,Genbank,KX092210,GenBank
4630380226755115403,3122002298211235692,10081100888924851175,Genbank,KX092209,GenBank
8149309131783129402,3122002298211235692,10081100888924851175,Genbank,KX092208,GenBank
6062163577628527653,3122002298211235692,10081100888924851175,Genbank,KX092207,GenBank
12460822572514687381,3122002298211235692,10081100888924851175,Genbank,KX092206,GenBank
1254673022564061121,3122002298211235692,10081100888924851175,Genbank,KX092205,GenBank
13299626374496479228,3122002298211235692,10081100888924851175,Genbank,KX092204,GenBank
5642653592189995193,3122002298211235692,10081100888924851175,Genbank,KX092203,GenBank
13353034381360321304,3122002298211235692,10081100888924851175,Genbank,KX092202,GenBank
16213007579128771200,3122002298211235692,10081100888924851175,Genbank,KX092201,GenBank
16138471919601418056,3122002298211235692,10081100888924851175,Genbank,KX092200,GenBank
9508963134176732207,3122002298211235692,10081100888924851175,Genbank,KX092199,GenBank
13289279182943923999,3122002298211235692,10081100888924851175,Genbank,KX092198,GenBank
8697724082963683679,3122002298211235692,10081100888924851175,Genbank,KX092197,GenBank
608665247082551300,3122002298211235692,10081100888924851175,Genbank,KX092196,GenBank
8988210539054609770,3122002298211235692,10081100888924851175,Genbank,KX092195,GenBank
10293766869214713004,3122002298211235692,10081100888924851175,Genbank,KX092194,GenBank
8580983881546744054,3122002298211235692,10081100888924851175,Genbank,KX092193,GenBank
7729222348890155560,3122002298211235692,10081100888924851175,Genbank,KX092192,GenBank
4394656293526862209,3122002298211235692,10081100888924851175,Genbank,KX092191,GenBank
10153807258445574193,3122002298211235692,10081100888924851175,Genbank,KX092190,GenBank
10026019026694295392,3122002298211235692,10081100888924851175,Genbank,KX092189,GenBank
12534488568150327128,3122002298211235692,10081100888924851175,Genbank,KX092188,GenBank
10107435627976945928,3122002298211235692,10081100888924851175,Genbank,KX092187,GenBank
9936485192148209219,3122002298211235692,10081100888924851175,Genbank,KX092186,GenBank
7674456540379937221,3122002298211235692,10081100888924851175,Genbank,KX092185,GenBank
1107528459358151824,3122002298211235692,10081100888924851175,Genbank,KX092184,GenBank
6063310904746204907,3122002298211235692,10081100888924851175,Genbank,KX092183,GenBank
13490674295327379839,3122002298211235692,10081100888924851175,Genbank,KX092182,GenBank
15322453017069107320,3122002298211235692,10081100888924851175,Genbank,KX092181,GenBank
2118993157001693696,3122002298211235692,10081100888924851175,Genbank,KX092180,GenBank
16437233863416090812,3122002298211235692,10081100888924851175,Genbank,KX092179,GenBank
15189845084173115537,3122002298211235692,10081100888924851175,Genbank,KX092178,GenBank
14553297921071407733,3122002298211235692,10081100888924851175,Genbank,KX092177,GenBank
3652286995507025893,3122002298211235692,10081100888924851175,Genbank,KX092176,GenBank
17723041302088770946,3122002298211235692,10081100888924851175,Genbank,KX092175,GenBank
10408462624432252024,3122002298211235692,10081100888924851175,Genbank,KX092174,GenBank
1554900242636507927,3122002298211235692,10081100888924851175,Genbank,KX092173,GenBank
12783212135469618285,3122002298211235692,10081100888924851175,Genbank,KX092172,GenBank
14809266881534340573,3122002298211235692,10081100888924851175,Genbank,KX092171,GenBank
18017330566129531895,3122002298211235692,10081100888924851175,Genbank,KX092170,GenBank
18354617815369077207,3122002298211235692,10081100888924851175,Genbank,KX092169,GenBank
14766348129432627468,3122002298211235692,10081100888924851175,Genbank,KX092168,GenBank
2417444656974666779,3122002298211235692,10081100888924851175,Genbank,KX092167,GenBank
16760829951992731152,3122002298211235692,10081100888924851175,Genbank,KX092166,GenBank
13968052774560223190,3122002298211235692,10081100888924851175,Genbank,KX092165,GenBank
13975464865091252996,3122002298211235692,10081100888924851175,Genbank,KX092164,GenBank
8639209849428934790,3122002298211235692,10081100888924851175,Genbank,KX092163,GenBank
2396756070917709094,4895851671382082863,10092959404750368971,HP3,744,Isolation
9656971626631141752,8357807001231018770,10092959404750368971,HP3,1485,Isolation
14608280831545975999,14140327309852424808,10114043376914713411,HP3,315,Antibodies
15430634569690566472,17134185107585302334,10166490846477095963,HP3,19,Antibodies
9004580706734323388,17558391700892865229,10166490846477095963,HP3,185,Isolation
14044367309571319153,13765817838926801658,10166490846477095963,HP3,696,Antibodies
4714872224654487513,12069104244347599286,10166490846477095963,HP3,1338,Antibodies
13497127013446042142,6012274524750854409,10166490846477095963,HP3,1386,Isolation
6785413755362016073,15543652312615083037,10166490846477095963,HP3,1389,Antibodies
16840943871399167015,6848893369171109839,10166490846477095963,HP3,1536,Antibodies
11963142433655200236,4830386320398869581,10166490846477095963,HP3,1923,Antibodies
15048396613762302866,3577447642080567930,10179468673101871227,HP3,2136,Isolation
5436753208044039028,11222106445104283776,10194660643356797803,HP3,1686,Isolation
501199543531492390,17277057633867527005,1020387606879234652,HP3,192,Antibodies
14232580502360587529,14140327309852424808,1020387606879234652,HP3,286,Antibodies
15957567752726660540,10717730897117964366,1020387606879234652,HP3,648,Antibodies
9328329476651266132,9848616342104194792,1020387606879234652,HP3,1160,Antibodies
2846324485749310153,14140327309852424808,1021996443512382011,HP3,241,Isolation
12363423370409111521,9848616342104194792,10286974756814530688,HP3,1033,PCR
12153940231083617134,7121990791208623456,10286974756814530688,HP3,2509,Isolation
12462338877328334614,8357807001231018770,10311329316173452047,HP3,1484,Isolation
12725091952223982062,10133040977134971164,10311329316173452047,HP3,1490,Isolation
17699177157366422109,14140327309852424808,10320062204874454938,HP3,267,Isolation
7805663492285637625,1546717539519127844,10340730240551900586,HP3,144,Antibodies
17376776003485905011,8443186034078289668,10340730240551900586,HP3,170,Antibodies
13330445918302379954,14140327309852424808,10340730240551900586,HP3,312,Antibodies
6205965662288286952,11417921743742923215,10340730240551900586,HP3,420,Antibodies
8754947523991484407,16223695460157973610,10340730240551900586,HP3,502,Antibodies
17238086427305227180,8234820573500141287,10340730240551900586,HP3,716,Antibodies
3270369876372045536,16957836643326861799,10340730240551900586,HP3,962,Antibodies
2169127392040193800,9848616342104194792,10340730240551900586,HP3,1265,PCR
10605639511573589579,7089232384121053643,10340730240551900586,HP3,1373,Antibodies
4273298212245183003,15011175200089276225,10340730240551900586,HP3,1384,Antibodies
3549666694476741717,10314420521201270700,10340730240551900586,HP3,2105,Antibodies
18049360752282613705,4351691423813193510,10340730240551900586,HP3,2479,SNT
15361210105491157498,7121990791208623456,10340730240551900586,HP3,2527,Antibodies
7090235765812235105,17699124219374856050,10340730240551900586,HP3,2565,Antibodies
17137894299793045954,10099292549766305595,10340730240551900586,HP3,2765,Antibodies
18239184106627216687,16949086959338998220,10340730240551900586,HP3,2785,Antibodies
4600090082386734641,17587094625759542704,10347757765306997316,HP3,509,PCR
7202054976634668939,300497256387617145,10347757765306997316,HP3,814,Antibodies
5666940167237564133,14750100791699985548,10347757765306997316,HP3,880,PCR
6250517985369938681,16744804450282962958,10347757765306997316,HP3,2759,PCR
6537642843193094843,9848616342104194792,10351037590913462655,HP3,1261,Isolation
2106682637119634823,1763235557423359075,10359422154192569896,HP3,84,Antibodies
9770465574209161518,1763235557423359075,10359422154192569896,HP3,85,Antibodies
14756413658667724224,9848616342104194792,10359422154192569896,HP3,1080,Isolation
1397772048819630422,1021291461378846141,10359422154192569896,HP3,1416,Antibodies
3926284596864427794,6182749973196292645,10359422154192569896,HP3,2002,Isolation
12678648453673769194,3078715533434398393,10359422154192569896,HP3,2060,Antibodies
7747234270976086165,8951289835104588204,10359422154192569896,HP3,2177,Antibodies
8001761415850924295,16876988720986076585,10361423236455400022,HP3,1,PCR
11200454590888736809,18210127964822182344,10361423236455400022,HP3,2,Antibodies
4953676186906300450,17871519992299789793,10361423236455400022,HP3,3,Antibodies
3619340316135062187,6785977753417467403,10361423236455400022,HP3,22,IFA
14783246927551507152,1579515449646813647,10361423236455400022,HP3,25,PCR
16431538454749645366,12537221288409919474,10361423236455400022,HP3,27,Antibodies
14860785341640296311,49595547219238817,10361423236455400022,HP3,29,Antibodies
3233884191226269224,15668325582885519732,10361423236455400022,HP3,217,Antibodies
10486119129414484242,13848374579209461760,10361423236455400022,HP3,361,PCR
8012037748458492793,3091779992275263072,10361423236455400022,HP3,979,Antibodies
17558312013717058067,9848616342104194792,10361423236455400022,HP3,1020,PCR
14553026622427957395,16537262196955935560,10361423236455400022,HP3,1395,PCR
2122743556538570498,2395608591827698252,10361423236455400022,HP3,1790,PCR
257440874133922390,3231513326355513212,10361423236455400022,HP3,1792,PCR
6118070299991720575,15594872429919863963,10361423236455400022,HP3,1793,PCR
